;;;;;;;;;;;;;No Pobre;;;Pobre;;
N°;NIVEL;DEPARTAMENTO;PROVINCIA;MUNICIPIO / TIOC;ÁREA;Inadecuados Materiales de la Vivienda;Insuficientes Espacios en la Vivienda;Inadecuados Servicios de Agua y Saneamiento;Inadecuados Insumos Energéticos;Insuficiencia en educación;Inadecuada atención en salud;Total Población No Pobre;Necesidades Básicas Satisfechas;Umbral;Total Población Pobre;Moderada;Indigente;Marginal
885;Municipio;POTOSÍ;Alonso de Ibáñez;Sacaca;Rural;10.318;8.300;11.852;11.303;9.353;4.007;13,6;2,3;11,3;86,4;66,2;19,7;0,5
886;Municipio;POTOSÍ;Alonso de Ibáñez;Caripuyo;Caripuyo;5.047;4.663;7.111;6.797;5.157;2.660;16,5;3,6;13;83,5;65,2;18,1;0,2
887;Municipio;POTOSÍ;Alonso de Ibáñez;Caripuyo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
888;Municipio;POTOSÍ;Alonso de Ibáñez;Caripuyo;Rural;5.047;4.663;7.111;6.797;5.157;2.660;16,5;3,6;13;83,5;65,2;18,1;0,2
889;Provincia;POTOSÍ;Sur Chichas;;Sur Chichas;9.476;27.710;14.680;8.508;17.407;4.439;79,8;35,5;44,2;20,2;18,2;2;0
890;Provincia;POTOSÍ;Sur Chichas;;Urbana;1.480;14.262;1.676;339;6.185;2.159;93,3;47,8;45,4;6,7;6,5;0,2;0
891;Provincia;POTOSÍ;Sur Chichas;;Rural;7.996;13.448;13.004;8.169;11.222;2.280;65,2;22,3;42,9;34,8;30,7;4;0,1
892;Municipio;POTOSÍ;Sur Chichas;Tupiza;Tupiza;8.252;22.863;9.039;8.039;15.075;3.988;77,9;33,3;44,6;22,1;19,9;2,1;0
893;Municipio;POTOSÍ;Sur Chichas;Tupiza;Urbana;1.480;14.262;1.676;339;6.185;2.159;93,3;47,8;45,4;6,7;6,5;0,2;0
894;Municipio;POTOSÍ;Sur Chichas;Tupiza;Rural;6.772;8.601;7.363;7.700;8.890;1.829;51,7;8,5;43,2;48,3;42,7;5,5;0,1
895;Municipio;POTOSÍ;Sur Chichas;Atocha;Atocha;1.224;4.847;5.641;469;2.332;451;88,5;46,1;42,5;11,5;9,8;1,6;0
896;Municipio;POTOSÍ;Sur Chichas;Atocha;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
897;Municipio;POTOSÍ;Sur Chichas;Atocha;Rural;1.224;4.847;5.641;469;2.332;451;88,5;46,1;42,5;11,5;9,8;1,6;0
898;Provincia;POTOSÍ;Nor Lípez;;Nor Lípez;2.875;5.779;3.042;2.564;3.569;1.258;79,7;39,5;40,2;20,3;18;2,2;0
899;Provincia;POTOSÍ;Nor Lípez;;Urbana;96;1.090;233;24;457;113;93,6;60,2;33,4;6,4;6,2;0,1;0
900;Provincia;POTOSÍ;Nor Lípez;;Rural;2.779;4.689;2.809;2.540;3.112;1.145;76,8;35,2;41,6;23,2;20,5;2,6;0
901;Municipio;POTOSÍ;Nor Lípez;"Colcha ""K""";"Colcha ""K""";2.452;5.071;2.610;2.158;3.221;1.097;80,3;40,6;39,8;19,7;17,6;2,1;0
902;Municipio;POTOSÍ;Nor Lípez;"Colcha ""K""";Urbana;96;1.090;233;24;457;113;93,6;60,2;33,4;6,4;6,2;0,1;0
903;Municipio;POTOSÍ;Nor Lípez;"Colcha ""K""";Rural;2.356;3.981;2.377;2.134;2.764;984;77,1;35,8;41,3;22,9;20,3;2,6;0
904;Municipio;POTOSÍ;Nor Lípez;San Pedro de Quemes;San Pedro de Quemes;423;708;432;406;348;161;75,3;32;43,4;24,7;21,5;3,1;0
905;Municipio;POTOSÍ;Nor Lípez;San Pedro de Quemes;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
906;Municipio;POTOSÍ;Nor Lípez;San Pedro de Quemes;Rural;423;708;432;406;348;161;75,3;32;43,4;24,7;21,5;3,1;0
907;Provincia;POTOSÍ;Sur Lípez;;Sur Lípez;2.992;3.067;2.735;3.458;2.612;795;43,5;8,6;34,9;56,5;47;9,2;0,2
908;Provincia;POTOSÍ;Sur Lípez;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
909;Provincia;POTOSÍ;Sur Lípez;;Rural;2.992;3.067;2.735;3.458;2.612;795;43,5;8,6;34,9;56,5;47;9,2;0,2
910;Municipio;POTOSÍ;Sur Lípez;San Pablo;San Pablo;1.443;1.519;1.555;1.627;1.195;374;47,7;11,1;36,6;52,3;43,4;8,9;0
911;Municipio;POTOSÍ;Sur Lípez;San Pablo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
912;Municipio;POTOSÍ;Sur Lípez;San Pablo;Rural;1.443;1.519;1.555;1.627;1.195;374;47,7;11,1;36,6;52,3;43,4;8,9;0
913;Municipio;POTOSÍ;Sur Lípez;Mojinete;Mojinete;619;513;431;708;438;63;39,5;9,1;30,4;60,5;52,8;7,7;0
914;Municipio;POTOSÍ;Sur Lípez;Mojinete;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
915;Municipio;POTOSÍ;Sur Lípez;Mojinete;Rural;619;513;431;708;438;63;39,5;9,1;30,4;60,5;52,8;7,7;0
916;Municipio;POTOSÍ;Sur Lípez;San Antonio de Esmoruco;San Antonio de Esmoruco;930;1.035;749;1.123;979;358;39,2;4,5;34,8;60,8;49,8;10,5;0,5
917;Municipio;POTOSÍ;Sur Lípez;San Antonio de Esmoruco;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
918;Municipio;POTOSÍ;Sur Lípez;San Antonio de Esmoruco;Rural;930;1.035;749;1.123;979;358;39,2;4,5;34,8;60,8;49,8;10,5;0,5
919;Provincia;POTOSÍ;José María Linares;;José María Linares;19.485;20.903;25.753;24.566;23.683;7.153;38,7;9,6;29,1;61,3;51,5;9,6;0,2
920;Provincia;POTOSÍ;José María Linares;;Urbana;577;1.892;1.020;414;1.147;427;71,1;15,7;55,4;28,9;25,9;2,9;0,1
921;Provincia;POTOSÍ;José María Linares;;Rural;18.908;19.011;24.733;24.152;22.536;6.726;35,8;9;26,8;64,2;53,8;10,2;0,2
922;Municipio;POTOSÍ;José María Linares;Puna;Puna;5.650;6.897;8.445;8.532;8.685;2.527;44,9;10,3;34,7;55,1;49,2;5,7;0,1
923;Municipio;POTOSÍ;José María Linares;Puna;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
924;Municipio;POTOSÍ;José María Linares;Puna;Rural;5.650;6.897;8.445;8.532;8.685;2.527;44,9;10,3;34,7;55,1;49,2;5,7;0,1
925;Municipio;POTOSÍ;José María Linares;"Caiza ""D""";"Caiza ""D""";3.946;6.292;5.485;4.479;5.237;1.219;59,2;16,9;42,3;40,8;36,1;4,4;0,3
926;Municipio;POTOSÍ;José María Linares;"Caiza ""D""";Urbana;577;1.892;1.020;414;1.147;427;71,1;15,7;55,4;28,9;25,9;2,9;0,1
927;Municipio;POTOSÍ;José María Linares;"Caiza ""D""";Rural;3.369;4.400;4.465;4.065;4.090;792;54,6;17,3;37,3;45,4;40;5;0,4
928;Municipio;POTOSÍ;José María Linares;Ckochas;Ckochas;9.889;7.714;11.823;11.555;9.761;3.407;13,4;2,2;11,1;86,6;67,7;18,6;0,3
929;Municipio;POTOSÍ;José María Linares;Ckochas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
930;Municipio;POTOSÍ;José María Linares;Ckochas;Rural;9.889;7.714;11.823;11.555;9.761;3.407;13,4;2,2;11,1;86,6;67,7;18,6;0,3
931;Provincia;POTOSÍ;Antonio Quijarro;;Antonio Quijarro;12.761;34.738;30.273;12.372;18.634;9.173;64,7;23,8;40,9;35,3;31,8;3,4;0,1
932;Provincia;POTOSÍ;Antonio Quijarro;;Urbana;2.058;20.389;10.833;850;7.420;5.404;81,7;33;48,7;18,3;17,6;0,8;0
933;Provincia;POTOSÍ;Antonio Quijarro;;Rural;10.703;14.349;19.440;11.522;11.214;3.769;42;11,5;30,5;58;50,8;7,1;0,1
934;Municipio;POTOSÍ;Antonio Quijarro;Uyuni;Uyuni;4.392;18.183;17.809;3.616;8.044;5.599;70,3;27;43,3;29,7;27,4;2,3;0
935;Municipio;POTOSÍ;Antonio Quijarro;Uyuni;Urbana;1.505;12.596;10.231;766;4.185;3.892;80,7;33,4;47,3;19,3;18,5;0,9;0
936;Municipio;POTOSÍ;Antonio Quijarro;Uyuni;Rural;2.887;5.587;7.578;2.850;3.859;1.707;45,8;11,8;34;54,2;48,3;5,8;0,1
937;Municipio;POTOSÍ;Antonio Quijarro;Tomave;Tomave;3.871;4.043;5.573;3.721;3.183;868;40,6;11,4;29,1;59,4;52,9;6,4;0,1
938;Municipio;POTOSÍ;Antonio Quijarro;Tomave;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
939;Municipio;POTOSÍ;Antonio Quijarro;Tomave;Rural;3.871;4.043;5.573;3.721;3.183;868;40,6;11,4;29,1;59,4;52,9;6,4;0,1
940;Municipio;POTOSÍ;Antonio Quijarro;Porco;Porco;2.059;9.792;3.108;2.083;4.711;2.103;72,1;26,8;45,3;27,9;25,5;2,4;0
941;Municipio;POTOSÍ;Antonio Quijarro;Porco;Urbana;553;7.793;602;84;3.235;1.512;83,8;32,2;51,6;16,2;15,7;0,5;0
942;Municipio;POTOSÍ;Antonio Quijarro;Porco;Rural;1.506;1.999;2.506;1.999;1.476;591;25,2;5,2;20;74,8;64,5;10,2;0,2
943;Municipio;POTOSÍ;Antonio Quijarro;TIOCaJatun Ayllu Yura;TIOC-Jatun Ayllu Yura;2.439;2.720;3.783;2.952;2.696;603;45,7;14,1;31,6;54,3;45,5;8,6;0,2
944;Municipio;POTOSÍ;Antonio Quijarro;TIOCaJatun Ayllu Yura;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
945;Municipio;POTOSÍ;Antonio Quijarro;TIOCaJatun Ayllu Yura;Rural;2.439;2.720;3.783;2.952;2.696;603;45,7;14,1;31,6;54,3;45,5;8,6;0,2
946;Provincia;POTOSÍ;General Bernardino Bilbao;;General Bernardino Bilbao;4.994;4.415;5.460;6.099;4.833;1.828;24,2;7,5;16,7;75,8;59,1;16,3;0,5
947;Provincia;POTOSÍ;General Bernardino Bilbao;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
948;Provincia;POTOSÍ;General Bernardino Bilbao;;Rural;4.994;4.415;5.460;6.099;4.833;1.828;24,2;7,5;16,7;75,8;59,1;16,3;0,5
949;Municipio;POTOSÍ;General Bernardino Bilbao;Arampampa;Arampampa;2.322;2.141;2.375;2.913;2.297;990;20,4;4,9;15,4;79,6;59,5;19,6;0,5
950;Municipio;POTOSÍ;General Bernardino Bilbao;Arampampa;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
951;Municipio;POTOSÍ;General Bernardino Bilbao;Arampampa;Rural;2.322;2.141;2.375;2.913;2.297;990;20,4;4,9;15,4;79,6;59,5;19,6;0,5
952;Municipio;POTOSÍ;General Bernardino Bilbao;Acasio;Acasio;2.672;2.274;3.085;3.186;2.536;838;27,3;9,6;17,8;72,7;58,7;13,5;0,4
953;Municipio;POTOSÍ;General Bernardino Bilbao;Acasio;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
954;Municipio;POTOSÍ;General Bernardino Bilbao;Acasio;Rural;2.672;2.274;3.085;3.186;2.536;838;27,3;9,6;17,8;72,7;58,7;13,5;0,4
955;Provincia;POTOSÍ;Daniel Campos;;Daniel Campos;1.756;2.903;2.889;1.545;1.060;666;65,4;22,3;43,1;34,6;31;3,6;0
956;Provincia;POTOSÍ;Daniel Campos;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
957;Provincia;POTOSÍ;Daniel Campos;;Rural;1.756;2.903;2.889;1.545;1.060;666;65,4;22,3;43,1;34,6;31;3,6;0
958;Municipio;POTOSÍ;Daniel Campos;Llica;Llica;1.153;2.109;1.973;1.084;764;459;66,8;22,5;44,3;33,2;30,8;2,4;0
959;Municipio;POTOSÍ;Daniel Campos;Llica;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
960;Municipio;POTOSÍ;Daniel Campos;Llica;Rural;1.153;2.109;1.973;1.084;764;459;66,8;22,5;44,3;33,2;30,8;2,4;0
961;Municipio;POTOSÍ;Daniel Campos;Tahua;Tahua;603;794;916;461;296;207;61,7;21,9;39,8;38,3;31,3;6,9;0,1
962;Municipio;POTOSÍ;Daniel Campos;Tahua;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
963;Municipio;POTOSÍ;Daniel Campos;Tahua;Rural;603;794;916;461;296;207;61,7;21,9;39,8;38,3;31,3;6,9;0,1
964;Provincia;POTOSÍ;Modesto Omiste;;Modesto Omiste;6.483;28.075;7.014;4.576;18.353;6.433;78,4;22,4;56,1;21,6;19,7;1,8;0
965;Provincia;POTOSÍ;Modesto Omiste;;Urbana;3.319;24.287;3.490;785;14.073;5.367;84,6;25;59,6;15,4;14,6;0,7;0
966;Provincia;POTOSÍ;Modesto Omiste;;Rural;3.164;3.788;3.524;3.791;4.280;1.066;44,3;7,5;36,8;55,7;47,7;7,8;0,2
967;Municipio;POTOSÍ;Modesto Omiste;Villazón;Villazón;6.483;28.075;7.014;4.576;18.353;6.433;78,4;22,4;56,1;21,6;19,7;1,8;0
968;Municipio;POTOSÍ;Modesto Omiste;Villazón;Urbana;3.319;24.287;3.490;785;14.073;5.367;84,6;25;59,6;15,4;14,6;0,7;0
969;Municipio;POTOSÍ;Modesto Omiste;Villazón;Rural;3.164;3.788;3.524;3.791;4.280;1.066;44,3;7,5;36,8;55,7;47,7;7,8;0,2
970;Provincia;POTOSÍ;Enrique Baldivieso;;Enrique Baldivieso;816;873;606;714;768;157;68,3;21,7;46,6;31,7;30,6;1,1;0
971;Provincia;POTOSÍ;Enrique Baldivieso;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
972;Provincia;POTOSÍ;Enrique Baldivieso;;Rural;816;873;606;714;768;157;68,3;21,7;46,6;31,7;30,6;1,1;0
973;Municipio;POTOSÍ;Enrique Baldivieso;San Agustín;San Agustín;816;873;606;714;768;157;68,3;21,7;46,6;31,7;30,6;1,1;0
974;Municipio;POTOSÍ;Enrique Baldivieso;San Agustín;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
975;Municipio;POTOSÍ;Enrique Baldivieso;San Agustín;Rural;816;873;606;714;768;157;68,3;21,7;46,6;31,7;30,6;1,1;0
976;Departamento;TARIJA;;;TARIJA;47.476;338.755;88.687;68.416;198.085;47.377;78,6;30,7;47,9;21,4;20,1;1,3;0
977;Departamento;TARIJA;;;Urbana;19.706;235.642;40.860;5.975;99.278;33.003;87,9;38,7;49,1;12,1;11,9;0,3;0
978;Departamento;TARIJA;;;Rural;27.770;103.113;47.827;62.441;98.807;14.374;57,7;12,4;45,3;42,3;38,7;3,6;0,1
979;Provincia;TARIJA;Cercado;;Cercado;10.228;146.407;31.795;10.821;63.922;23.665;86,7;42,8;43,9;13,3;12,9;0,5;0
980;Provincia;TARIJA;Cercado;;Urbana;7.187;132.368;24.688;2.147;49.365;20.799;89,7;46;43,7;10,3;10,1;0,2;0
981;Provincia;TARIJA;Cercado;;Rural;3.041;14.039;7.107;8.674;14.557;2.866;58,4;12,9;45,5;41,6;38,5;3;0,1
982;Municipio;TARIJA;Cercado;Tarija;Tarija;10.228;146.407;31.795;10.821;63.922;23.665;86,7;42,8;43,9;13,3;12,9;0,5;0
983;Municipio;TARIJA;Cercado;Tarija;Urbana;7.187;132.368;24.688;2.147;49.365;20.799;89,7;46;43,7;10,3;10,1;0,2;0
984;Municipio;TARIJA;Cercado;Tarija;Rural;3.041;14.039;7.107;8.674;14.557;2.866;58,4;12,9;45,5;41,6;38,5;3;0,1
985;Provincia;TARIJA;Arce;;Arce;5.535;33.984;9.657;9.389;26.945;4.137;74,4;23,2;51,1;25,6;24,1;1,5;0
986;Provincia;TARIJA;Arce;;Urbana;1.966;21.500;2.426;383;12.391;2.718;85,6;29,6;56;14,4;14,1;0,3;0
987;Provincia;TARIJA;Arce;;Rural;3.569;12.484;7.231;9.006;14.554;1.419;57,7;13,8;43,9;42,3;39;3,3;0
988;Municipio;TARIJA;Arce;Padcaya;Padcaya;3.086;9.421;6.285;8.102;11.765;1.166;56,7;14,9;41,8;43,3;39,9;3,4;0
989;Municipio;TARIJA;Arce;Padcaya;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
990;Municipio;TARIJA;Arce;Padcaya;Rural;3.086;9.421;6.285;8.102;11.765;1.166;56,7;14,9;41,8;43,3;39,9;3,4;0
991;Municipio;TARIJA;Arce;Bermejo;Bermejo;2.449;24.563;3.372;1.287;15.180;2.971;83;27,3;55,7;17;16,4;0,6;0
992;Municipio;TARIJA;Arce;Bermejo;Urbana;1.966;21.500;2.426;383;12.391;2.718;85,6;29,6;56;14,4;14,1;0,3;0
993;Municipio;TARIJA;Arce;Bermejo;Rural;483;3.063;946;904;2.789;253;62,2;8,9;53,3;37,8;34,9;2,9;0
994;Provincia;TARIJA;Gran Chaco;;Gran Chaco;19.261;109.449;25.053;20.816;59.438;13.388;76,2;21,7;54,5;23,8;22,2;1,6;0
995;Provincia;TARIJA;Gran Chaco;;Urbana;9.993;74.491;12.233;3.162;33.051;8.784;84,8;27,1;57,7;15,2;14,8;0,4;0
996;Provincia;TARIJA;Gran Chaco;;Rural;9.268;34.958;12.820;17.654;26.387;4.604;56,7;9,5;47,2;43,3;38,9;4,3;0,1
997;Municipio;TARIJA;Gran Chaco;Yacuiba;Yacuiba;9.389;67.086;12.183;8.823;38.015;9.597;78,5;22,7;55,7;21,5;19,8;1,7;0
998;Municipio;TARIJA;Gran Chaco;Yacuiba;Urbana;5.064;48.931;6.367;984;23.064;6.454;86,4;27,1;59,3;13,6;13,3;0,3;0
999;Municipio;TARIJA;Gran Chaco;Yacuiba;Rural;4.325;18.155;5.816;7.839;14.951;3.143;55,3;10;45,4;44,7;38,9;5,7;0,1
1000;Municipio;TARIJA;Gran Chaco;Caraparí;Caraparí;2.139;10.559;3.123;3.363;6.577;797;72;17,1;54,8;28;26,4;1,5;0
1001;Municipio;TARIJA;Gran Chaco;Caraparí;Urbana;144;2.520;403;68;892;175;90,6;37,4;53,1;9,4;9,2;0,3;0
1002;Municipio;TARIJA;Gran Chaco;Caraparí;Rural;1.995;8.039;2.720;3.295;5.685;622;65,5;10,1;55,4;34,5;32,4;2;0
1003;Municipio;TARIJA;Gran Chaco;Villa Montes;Villa Montes;7.733;31.804;9.747;8.630;14.846;2.994;72,8;21,1;51,7;27,2;25,8;1,4;0
1004;Municipio;TARIJA;Gran Chaco;Villa Montes;Urbana;4.785;23.040;5.463;2.110;9.095;2.155;80,6;25,8;54,8;19,4;18,8;0,5;0
1005;Municipio;TARIJA;Gran Chaco;Villa Montes;Rural;2.948;8.764;4.284;6.520;5.751;839;50,9;8;42,9;49,1;45,3;3,8;0
1006;Provincia;TARIJA;Avilez;;Avilez;3.027;12.150;5.598;7.755;13.404;1.605;60,3;13,9;46,4;39,7;37,6;2,1;0
1007;Provincia;TARIJA;Avilez;;Urbana;120;1.408;328;70;1.043;206;84,1;29,5;54,7;15,9;15,8;0;0
1008;Provincia;TARIJA;Avilez;;Rural;2.907;10.742;5.270;7.685;12.361;1.399;57,1;11,8;45,3;42,9;40,5;2,4;0
1009;Municipio;TARIJA;Avilez;Uriondo;Uriondo;1.925;9.568;4.189;5.088;10.018;1.147;64;15,6;48,4;36;34,2;1,8;0
1010;Municipio;TARIJA;Avilez;Uriondo;Urbana;120;1.408;328;70;1.043;206;84,1;29,5;54,7;15,9;15,8;0;0
1011;Municipio;TARIJA;Avilez;Uriondo;Rural;1.805;8.160;3.861;5.018;8.975;941;60,4;13;47,3;39,6;37,5;2,1;0
1012;Municipio;TARIJA;Avilez;Yunchará;Yunchará;1.102;2.582;1.409;2.667;3.386;458;47,7;8,1;39,6;52,3;49,2;3,1;0
1013;Municipio;TARIJA;Avilez;Yunchará;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1014;Municipio;TARIJA;Avilez;Yunchará;Rural;1.102;2.582;1.409;2.667;3.386;458;47,7;8,1;39,6;52,3;49,2;3,1;0
1015;Provincia;TARIJA;Méndez;;Méndez;5.475;22.849;9.919;9.406;22.714;3.414;66,9;21,5;45,4;33,1;30;3,1;0,1
1016;Provincia;TARIJA;Méndez;;Urbana;264;3.353;876;181;2.094;330;86,4;43,5;42,9;13,6;13,3;0,4;0
1017;Provincia;TARIJA;Méndez;;Rural;5.211;19.496;9.043;9.225;20.620;3.084;63,4;17,6;45,8;36,6;32,9;3,6;0,1
1018;Municipio;TARIJA;Méndez;San Lorenzo;San Lorenzo;3.283;18.319;7.548;6.361;15.933;2.812;69,4;24,3;45,1;30,6;27,2;3,4;0,1
1019;Municipio;TARIJA;Méndez;San Lorenzo;Urbana;264;3.353;876;181;2.094;330;86,4;43,5;42,9;13,6;13,3;0,4;0
1020;Municipio;TARIJA;Méndez;San Lorenzo;Rural;3.019;14.966;6.672;6.180;13.839;2.482;65,2;19,6;45,6;34,8;30,7;4,1;0,1
1021;Municipio;TARIJA;Méndez;El Puente;El Puente;2.192;4.530;2.371;3.045;6.781;602;59;12,8;46,3;41;38,7;2,2;0
1022;Municipio;TARIJA;Méndez;El Puente;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1023;Municipio;TARIJA;Méndez;El Puente;Rural;2.192;4.530;2.371;3.045;6.781;602;59;12,8;46,3;41;38,7;2,2;0
1024;Provincia;TARIJA;"O&apos;Connor";;"O&apos;Connor";3.950;13.916;6.665;10.229;11.662;1.168;56,9;13,6;43,4;43,1;39,5;3,5;0
1025;Provincia;TARIJA;"O&apos;Connor";;Urbana;176;2.522;309;32;1.334;166;92;35,8;56,1;8;7,8;0,1;0
1026;Provincia;TARIJA;"O&apos;Connor";;Rural;3.774;11.394;6.356;10.197;10.328;1.002;48;7,9;40,1;52;47,5;4,4;0
1027;Municipio;TARIJA;"O&apos;Connor";Entre Ríos;Entre Ríos;3.950;13.916;6.665;10.229;11.662;1.168;56,9;13,6;43,4;43,1;39,5;3,5;0
1028;Municipio;TARIJA;"O&apos;Connor";Entre Ríos;Urbana;176;2.522;309;32;1.334;166;92;35,8;56,1;8;7,8;0,1;0
1029;Municipio;TARIJA;"O&apos;Connor";Entre Ríos;Rural;3.774;11.394;6.356;10.197;10.328;1.002;48;7,9;40,1;52;47,5;4,4;0
1030;Departamento;SANTA CRUZ ;;;SANTA CRUZ ;376.708;2.202.809;539.052;257.259;847.458;394.890;79,5;33,5;46;20,5;19,1;1,4;0
1031;Departamento;SANTA CRUZ ;;;Urbana;190.005;1.821.232;376.280;56.864;578.856;314.516;85,7;37,9;47,8;14,3;13,9;0,4;0
1032;Departamento;SANTA CRUZ ;;;Rural;186.703;381.577;162.772;200.395;268.602;80.374;48,6;11,5;37,1;51,4;45,3;5,9;0,2
1033;Provincia;SANTA CRUZ ;Andrés Ibáñez;;Andrés Ibáñez;109.062;1.348.297;211.712;31.800;393.917;243.117;87,9;42,3;45,6;12,1;11,7;0,4;0
1034;Provincia;SANTA CRUZ ;Andrés Ibáñez;;Urbana;98.691;1.302.770;199.277;18.884;366.380;236.167;88,5;43,1;45,5;11,5;11,2;0,3;0
1035;Provincia;SANTA CRUZ ;Andrés Ibáñez;;Rural;10.371;45.527;12.435;12.916;27.537;6.950;67,5;16,8;50,7;32,5;30,1;2,3;0
1036;Municipio;SANTA CRUZ ;Andrés Ibáñez;Santa Cruz de la Sierra;Santa Cruz de la Sierra;80.058;1.100.710;127.526;13.444;287.340;202.728;89,6;45,9;43,7;10,4;10,1;0,3;0
1037;Municipio;SANTA CRUZ ;Andrés Ibáñez;Santa Cruz de la Sierra;Urbana;79.126;1.093.980;125.879;12.096;282.300;201.232;89,7;46;43,7;10,3;10;0,3;0
1038;Municipio;SANTA CRUZ ;Andrés Ibáñez;Santa Cruz de la Sierra;Rural;932;6.730;1.647;1.348;5.040;1.496;67,2;17,8;49,4;32,8;31;1,8;0
1039;Municipio;SANTA CRUZ ;Andrés Ibáñez;Cotoca;Cotoca;11.628;83.979;29.321;5.470;32.146;14.565;76,7;21,4;55,4;23,3;22,4;0,9;0
1040;Municipio;SANTA CRUZ ;Andrés Ibáñez;Cotoca;Urbana;9.280;71.007;26.587;3.653;26.059;12.560;77,4;22,1;55,2;22,6;21,8;0,8;0
1041;Municipio;SANTA CRUZ ;Andrés Ibáñez;Cotoca;Rural;2.348;12.972;2.734;1.817;6.087;2.005;73;16,9;56,1;27;25,6;1,4;0
1042;Municipio;SANTA CRUZ ;Andrés Ibáñez;Porongo;Porongo;2.540;13.789;3.402;3.003;5.150;1.335;82,7;49;33,7;17,3;15,7;1,5;0
1043;Municipio;SANTA CRUZ ;Andrés Ibáñez;Porongo;Urbana;331;5.219;1.242;142;1.111;410;94,1;72;22,1;5,9;5,7;0,2;0
1044;Municipio;SANTA CRUZ ;Andrés Ibáñez;Porongo;Rural;2.209;8.570;2.160;2.861;4.039;925;71,6;26,8;44,8;28,4;25,5;2,9;0,1
1045;Municipio;SANTA CRUZ ;Andrés Ibáñez;La Guardia;La Guardia;8.628;110.020;35.904;3.010;45.441;18.457;83,1;26,2;57;16,9;16,4;0,4;0
1046;Municipio;SANTA CRUZ ;Andrés Ibáñez;La Guardia;Urbana;7.585;104.135;34.585;1.964;41.578;17.587;83,8;26,9;56,9;16,2;15,8;0,4;0
1047;Municipio;SANTA CRUZ ;Andrés Ibáñez;La Guardia;Rural;1.043;5.885;1.319;1.046;3.863;870;70,6;12,4;58,2;29,4;28,3;1,1;0
1048;Municipio;SANTA CRUZ ;Andrés Ibáñez;El Torno;El Torno;6.208;39.799;15.559;6.873;23.840;6.032;74,7;18,9;55,9;25,3;23,8;1,4;0
1049;Municipio;SANTA CRUZ ;Andrés Ibáñez;El Torno;Urbana;2.369;28.429;10.984;1.029;15.332;4.378;81,5;22;59,5;18,5;18;0,5;0
1050;Municipio;SANTA CRUZ ;Andrés Ibáñez;El Torno;Rural;3.839;11.370;4.575;5.844;8.508;1.654;57,1;10,6;46,5;42,9;38,8;4;0,1
1051;Provincia;SANTA CRUZ ;Warnes;;Warnes;17.424;125.362;37.116;5.576;51.982;20.358;78,7;23,2;55,5;21,3;20,6;0,7;0
1052;Provincia;SANTA CRUZ ;Warnes;;Urbana;12.866;108.373;33.375;3.085;42.278;18.637;80,3;24,3;55,9;19,7;19,1;0,6;0
1053;Provincia;SANTA CRUZ ;Warnes;;Rural;4.558;16.989;3.741;2.491;9.704;1.721;68,1;15,6;52,5;31,9;30,6;1,3;0
1054;Municipio;SANTA CRUZ ;Warnes;Warnes;Warnes;15.451;117.186;35.417;4.877;48.152;19.632;78,9;23,3;55,5;21,1;20,4;0,7;0
1055;Municipio;SANTA CRUZ ;Warnes;Warnes;Urbana;12.326;104.430;32.405;3.051;40.762;18.308;80,1;24,3;55,8;19,9;19,3;0,6;0
1056;Municipio;SANTA CRUZ ;Warnes;Warnes;Rural;3.125;12.756;3.012;1.826;7.390;1.324;68,3;15,2;53,1;31,7;30,3;1,4;0,1
1057;Municipio;SANTA CRUZ ;Warnes;Okinawa Uno;Okinawa Uno;1.973;8.176;1.699;699;3.830;726;76,2;21,3;54,9;23,8;23,2;0,6;0
1058;Municipio;SANTA CRUZ ;Warnes;Okinawa Uno;Urbana;540;3.943;970;34;1.516;329;85;26;59;15;14,8;0,2;0
1059;Municipio;SANTA CRUZ ;Warnes;Okinawa Uno;Rural;1.433;4.233;729;665;2.314;397;67,6;16,7;50,9;32,4;31,4;1;0
1060;Provincia;SANTA CRUZ ;Velasco;;Velasco;39.327;70.880;33.634;39.477;41.175;14.802;44,9;10;34,9;55,1;47,9;7;0,2
